Year,Units,Category,Value
2007,millions_constant_usd_2020,SOLAR,0.0
2007,millions_constant_usd_2020,ALL,1.77
2007,millions_constant_usd_2020,GEOTHERMAL,0.0
2007,millions_constant_usd_2020,BIOENERGY,0.0
2007,millions_constant_usd_2020,MULTIPLE,0.0
2007,millions_constant_usd_2020,WIND,0.0
2008,millions_constant_usd_2020,SOLAR,0.0
2008,millions_constant_usd_2020,MULTIPLE,0.17
2008,millions_constant_usd_2020,ALL,0.17
2008,millions_constant_usd_2020,WIND,0.0
2008,millions_constant_usd_2020,GEOTHERMAL,0.0
2008,millions_constant_usd_2020,BIOENERGY,0.0
2008,millions_constant_usd_2020,MARINE,0.0
2008,millions_constant_usd_2020,HYDROPOWER,0.0
2009,millions_constant_usd_2020,BIOENERGY,0.0
2009,millions_constant_usd_2020,MULTIPLE,0.16
2009,millions_constant_usd_2020,MARINE,0.0
2009,millions_constant_usd_2020,HYDROPOWER,0.0
2009,millions_constant_usd_2020,GEOTHERMAL,0.0
2009,millions_constant_usd_2020,SOLAR,0.0
2009,millions_constant_usd_2020,WIND,0.0
2009,millions_constant_usd_2020,ALL,0.16
2010,millions_constant_usd_2020,MULTIPLE,0.16
2010,millions_constant_usd_2020,MARINE,0.0
2010,millions_constant_usd_2020,HYDROPOWER,0.07
2010,millions_constant_usd_2020,GEOTHERMAL,0.0
2010,millions_constant_usd_2020,BIOENERGY,0.0
2010,millions_constant_usd_2020,WIND,0.0
2010,millions_constant_usd_2020,SOLAR,0.0
2010,millions_constant_usd_2020,ALL,0.23
2011,millions_constant_usd_2020,ALL,6.95
2011,millions_constant_usd_2020,GEOTHERMAL,0.0
2011,millions_constant_usd_2020,BIOENERGY,0.02
2011,millions_constant_usd_2020,WIND,0.0
2011,millions_constant_usd_2020,SOLAR,0.0
2011,millions_constant_usd_2020,MULTIPLE,6.93
2011,millions_constant_usd_2020,MARINE,0.0
2011,millions_constant_usd_2020,HYDROPOWER,0.0
2012,millions_constant_usd_2020,BIOENERGY,0.0
2012,millions_constant_usd_2020,GEOTHERMAL,0.0
2012,millions_constant_usd_2020,HYDROPOWER,0.0
2012,millions_constant_usd_2020,MULTIPLE,0.0
2012,millions_constant_usd_2020,MARINE,0.0
2012,millions_constant_usd_2020,ALL,0.0
2012,millions_constant_usd_2020,WIND,0.0
2012,millions_constant_usd_2020,SOLAR,0.0
2013,millions_constant_usd_2020,SOLAR,0.0
2013,millions_constant_usd_2020,MULTIPLE,0.0
2013,millions_constant_usd_2020,GEOTHERMAL,0.0
2022,millions_constant_usd_2020,MARINE,0.0
2022,millions_constant_usd_2020,HYDROPOWER,0.0
